"year","variable","value","tributary"
2052,"spawnPercent_year",0.198,"nipigon"
2053,"spawnPercent_year",0.176,"nipigon"
2054,"spawnPercent_year",0.186,"nipigon"
2055,"spawnPercent_year",0.176,"nipigon"
2056,"spawnPercent_year",0.172,"nipigon"
2057,"spawnPercent_year",0.186,"nipigon"
2058,"spawnPercent_year",0.2,"nipigon"
2059,"spawnPercent_year",0.2,"nipigon"
2060,"spawnPercent_year",0.22,"nipigon"
2061,"spawnPercent_year",0.218,"nipigon"
2062,"spawnPercent_year",0.202,"nipigon"
2063,"spawnPercent_year",0.184,"nipigon"
2064,"spawnPercent_year",0.194,"nipigon"
2065,"spawnPercent_year",0.216,"nipigon"
2066,"spawnPercent_year",0.234,"nipigon"
2067,"spawnPercent_year",0.23,"nipigon"
2068,"spawnPercent_year",0.21,"nipigon"
2069,"spawnPercent_year",0.25,"nipigon"
2070,"spawnPercent_year",0.248,"nipigon"
2071,"spawnPercent_year",0.236,"nipigon"
2072,"spawnPercent_year",0.214,"nipigon"
2073,"spawnPercent_year",0.24,"nipigon"
2074,"spawnPercent_year",0.232,"nipigon"
2075,"spawnPercent_year",0.226,"nipigon"
2076,"spawnPercent_year",0.264,"nipigon"
2077,"spawnPercent_year",0.25,"nipigon"
2078,"spawnPercent_year",0.266,"nipigon"
2079,"spawnPercent_year",0.25,"nipigon"
2080,"spawnPercent_year",0.248,"nipigon"
2081,"spawnPercent_year",0.272,"nipigon"
2082,"spawnPercent_year",0.272,"nipigon"
2083,"spawnPercent_year",0.268,"nipigon"
2084,"spawnPercent_year",0.264,"nipigon"
2085,"spawnPercent_year",0.278,"nipigon"
2086,"spawnPercent_year",0.29,"nipigon"
2087,"spawnPercent_year",0.266,"nipigon"
2088,"spawnPercent_year",0.278,"nipigon"
2089,"spawnPercent_year",0.27,"nipigon"
2090,"spawnPercent_year",0.286,"nipigon"
2091,"spawnPercent_year",0.272,"nipigon"
2092,"spawnPercent_year",0.286,"nipigon"
2093,"spawnPercent_year",0.288,"nipigon"
2094,"spawnPercent_year",0.318,"nipigon"
2095,"spawnPercent_year",0.318,"nipigon"
2096,"spawnPercent_year",0.302,"nipigon"
2097,"spawnPercent_year",0.332,"nipigon"
2098,"spawnPercent_year",0.32,"nipigon"
2099,"spawnPercent_year",0.292,"nipigon"
2015,"spawnDaysRange1",202,"nipigon"
2016,"spawnDaysRange1",197.6,"nipigon"
2017,"spawnDaysRange1",199,"nipigon"
2018,"spawnDaysRange1",206,"nipigon"
2019,"spawnDaysRange1",199.4,"nipigon"
2020,"spawnDaysRange1",193,"nipigon"
2021,"spawnDaysRange1",198,"nipigon"
2022,"spawnDaysRange1",194.6,"nipigon"
2023,"spawnDaysRange1",196.8,"nipigon"
2024,"spawnDaysRange1",202,"nipigon"
2025,"spawnDaysRange1",191.4,"nipigon"
2026,"spawnDaysRange1",196.4,"nipigon"
2027,"spawnDaysRange1",191.2,"nipigon"
2028,"spawnDaysRange1",193.6,"nipigon"
2029,"spawnDaysRange1",188,"nipigon"
2030,"spawnDaysRange1",195.8,"nipigon"
2031,"spawnDaysRange1",191.6,"nipigon"
2032,"spawnDaysRange1",190.4,"nipigon"
2033,"spawnDaysRange1",183.6,"nipigon"
2034,"spawnDaysRange1",185.4,"nipigon"
2035,"spawnDaysRange1",192.2,"nipigon"
2036,"spawnDaysRange1",186.6,"nipigon"
2037,"spawnDaysRange1",190.8,"nipigon"
2038,"spawnDaysRange1",188,"nipigon"
2039,"spawnDaysRange1",184,"nipigon"
2040,"spawnDaysRange1",184,"nipigon"
2041,"spawnDaysRange1",181,"nipigon"
2042,"spawnDaysRange1",184,"nipigon"
2043,"spawnDaysRange1",183.6,"nipigon"
2044,"spawnDaysRange1",182.4,"nipigon"
2045,"spawnDaysRange1",178,"nipigon"
2046,"spawnDaysRange1",177,"nipigon"
2047,"spawnDaysRange1",184.2,"nipigon"
2048,"spawnDaysRange1",188.6,"nipigon"
2049,"spawnDaysRange1",181.8,"nipigon"
2050,"spawnDaysRange1",187.6,"nipigon"
2051,"spawnDaysRange1",182.6,"nipigon"
2052,"spawnDaysRange1",180.2,"nipigon"
2053,"spawnDaysRange1",185.6,"nipigon"
2054,"spawnDaysRange1",181.8,"nipigon"
2055,"spawnDaysRange1",179.8,"nipigon"
2056,"spawnDaysRange1",177.4,"nipigon"
2057,"spawnDaysRange1",180.4,"nipigon"
2058,"spawnDaysRange1",178,"nipigon"
2059,"spawnDaysRange1",177.8,"nipigon"
2060,"spawnDaysRange1",173.8,"nipigon"
2061,"spawnDaysRange1",173,"nipigon"
2062,"spawnDaysRange1",183.2,"nipigon"
2063,"spawnDaysRange1",184.6,"nipigon"
2064,"spawnDaysRange1",180,"nipigon"
2065,"spawnDaysRange1",176.4,"nipigon"
2066,"spawnDaysRange1",174,"nipigon"
2067,"spawnDaysRange1",174.8,"nipigon"
2068,"spawnDaysRange1",176,"nipigon"
2069,"spawnDaysRange1",168.8,"nipigon"
2070,"spawnDaysRange1",167.6,"nipigon"
2071,"spawnDaysRange1",168.8,"nipigon"
2072,"spawnDaysRange1",174.8,"nipigon"
2073,"spawnDaysRange1",168,"nipigon"
2074,"spawnDaysRange1",174,"nipigon"
2075,"spawnDaysRange1",175.2,"nipigon"
2076,"spawnDaysRange1",164.6,"nipigon"
2077,"spawnDaysRange1",167.6,"nipigon"
2078,"spawnDaysRange1",166.2,"nipigon"
2079,"spawnDaysRange1",171,"nipigon"
2080,"spawnDaysRange1",169,"nipigon"
2081,"spawnDaysRange1",163.6,"nipigon"
2082,"spawnDaysRange1",169.6,"nipigon"
2083,"spawnDaysRange1",167.2,"nipigon"
2084,"spawnDaysRange1",168,"nipigon"
2085,"spawnDaysRange1",162.6,"nipigon"
2086,"spawnDaysRange1",164.8,"nipigon"
2087,"spawnDaysRange1",166,"nipigon"
2088,"spawnDaysRange1",166.2,"nipigon"
2089,"spawnDaysRange1",162.4,"nipigon"
2090,"spawnDaysRange1",164.6,"nipigon"
2091,"spawnDaysRange1",162.8,"nipigon"
2092,"spawnDaysRange1",161.6,"nipigon"
2093,"spawnDaysRange1",167,"nipigon"
2094,"spawnDaysRange1",160.4,"nipigon"
2095,"spawnDaysRange1",159.6,"nipigon"
2096,"spawnDaysRange1",161.4,"nipigon"
2097,"spawnDaysRange1",154.8,"nipigon"
2098,"spawnDaysRange1",155.6,"nipigon"
2099,"spawnDaysRange1",159.8,"nipigon"
2015,"spawnDaysRange2",262.75,"nipigon"
2016,"spawnDaysRange2",266,"nipigon"
2017,"spawnDaysRange2",257.8,"nipigon"
2018,"spawnDaysRange2",263.4,"nipigon"
2019,"spawnDaysRange2",264.8,"nipigon"
2020,"spawnDaysRange2",256.8,"nipigon"
2021,"spawnDaysRange2",259,"nipigon"
2022,"spawnDaysRange2",252.2,"nipigon"
2023,"spawnDaysRange2",259.4,"nipigon"
2024,"spawnDaysRange2",267.2,"nipigon"
2025,"spawnDaysRange2",258.4,"nipigon"
2026,"spawnDaysRange2",252.8,"nipigon"
2027,"spawnDaysRange2",261.8,"nipigon"
2028,"spawnDaysRange2",268.2,"nipigon"
2029,"spawnDaysRange2",262.6,"nipigon"
2030,"spawnDaysRange2",265.8,"nipigon"
2031,"spawnDaysRange2",255.4,"nipigon"
2032,"spawnDaysRange2",267,"nipigon"
2033,"spawnDaysRange2",259.8,"nipigon"
2034,"spawnDaysRange2",266.6,"nipigon"
2035,"spawnDaysRange2",273.2,"nipigon"
2036,"spawnDaysRange2",259,"nipigon"
2037,"spawnDaysRange2",270.8,"nipigon"
2038,"spawnDaysRange2",263.4,"nipigon"
2039,"spawnDaysRange2",274.2,"nipigon"
2040,"spawnDaysRange2",271.6,"nipigon"
2041,"spawnDaysRange2",267.2,"nipigon"
2042,"spawnDaysRange2",269,"nipigon"
2043,"spawnDaysRange2",272.4,"nipigon"
2044,"spawnDaysRange2",288.2,"nipigon"
2045,"spawnDaysRange2",271.6,"nipigon"
2046,"spawnDaysRange2",276.4,"nipigon"
2047,"spawnDaysRange2",273,"nipigon"
2048,"spawnDaysRange2",261.6,"nipigon"
2049,"spawnDaysRange2",272,"nipigon"
2050,"spawnDaysRange2",270.2,"nipigon"
2051,"spawnDaysRange2",281.2,"nipigon"
2052,"spawnDaysRange2",276.8,"nipigon"
2053,"spawnDaysRange2",280.2,"nipigon"
2054,"spawnDaysRange2",272.6,"nipigon"
2055,"spawnDaysRange2",260.2,"nipigon"
2056,"spawnDaysRange2",267.4,"nipigon"
2057,"spawnDaysRange2",271.2,"nipigon"
2058,"spawnDaysRange2",280.2,"nipigon"
2059,"spawnDaysRange2",271.8,"nipigon"
2060,"spawnDaysRange2",279.8,"nipigon"
2061,"spawnDaysRange2",270.6,"nipigon"
2062,"spawnDaysRange2",278,"nipigon"
2063,"spawnDaysRange2",274.6,"nipigon"
2064,"spawnDaysRange2",273.8,"nipigon"
2065,"spawnDaysRange2",273.2,"nipigon"
2066,"spawnDaysRange2",281.4,"nipigon"
2067,"spawnDaysRange2",274.4,"nipigon"
2068,"spawnDaysRange2",272.6,"nipigon"
2069,"spawnDaysRange2",286.6,"nipigon"
2070,"spawnDaysRange2",288.2,"nipigon"
2071,"spawnDaysRange2",285.6,"nipigon"
2072,"spawnDaysRange2",285.2,"nipigon"
2073,"spawnDaysRange2",275.4,"nipigon"
2074,"spawnDaysRange2",278.2,"nipigon"
2075,"spawnDaysRange2",278.6,"nipigon"
2076,"spawnDaysRange2",282.6,"nipigon"
2077,"spawnDaysRange2",278.8,"nipigon"
2078,"spawnDaysRange2",286,"nipigon"
2079,"spawnDaysRange2",289,"nipigon"
2080,"spawnDaysRange2",284.8,"nipigon"
2081,"spawnDaysRange2",279,"nipigon"
2082,"spawnDaysRange2",291,"nipigon"
2083,"spawnDaysRange2",283.6,"nipigon"
2084,"spawnDaysRange2",286,"nipigon"
2085,"spawnDaysRange2",290.6,"nipigon"
2086,"spawnDaysRange2",283.4,"nipigon"
2087,"spawnDaysRange2",282.8,"nipigon"
2088,"spawnDaysRange2",289,"nipigon"
2089,"spawnDaysRange2",278.6,"nipigon"
2090,"spawnDaysRange2",289.2,"nipigon"
2091,"spawnDaysRange2",283.2,"nipigon"
2092,"spawnDaysRange2",287,"nipigon"
2093,"spawnDaysRange2",287,"nipigon"
2094,"spawnDaysRange2",290.8,"nipigon"
2095,"spawnDaysRange2",286.8,"nipigon"
2096,"spawnDaysRange2",291.4,"nipigon"
2097,"spawnDaysRange2",292.2,"nipigon"
2098,"spawnDaysRange2",301.4,"nipigon"
2099,"spawnDaysRange2",287,"nipigon"
2015,"lastBday",157.5,"nipigon"
2016,"lastBday",206.5,"nipigon"
2017,"lastBday",193,"nipigon"
2018,"lastBday",145.5,"nipigon"
2019,"lastBday",173,"nipigon"
2020,"lastBday",227,"nipigon"
2021,"lastBday",199.333333333333,"nipigon"
2022,"lastBday",223.333333333333,"nipigon"
2023,"lastBday",227,"nipigon"
2024,"lastBday",198.666666666667,"nipigon"
2025,"lastBday",180.5,"nipigon"
2026,"lastBday",172,"nipigon"
2027,"lastBday",196.75,"nipigon"
2028,"lastBday",210.2,"nipigon"
2029,"lastBday",172.25,"nipigon"
2030,"lastBday",200.6,"nipigon"
2031,"lastBday",185.666666666667,"nipigon"
2032,"lastBday",195.6,"nipigon"
2033,"lastBday",196.25,"nipigon"
2034,"lastBday",178.75,"nipigon"
2035,"lastBday",206.333333333333,"nipigon"
2036,"lastBday",206.4,"nipigon"
2037,"lastBday",197.8,"nipigon"
2038,"lastBday",202.4,"nipigon"
2039,"lastBday",206,"nipigon"
2040,"lastBday",203.8,"nipigon"
2041,"lastBday",203.5,"nipigon"
2042,"lastBday",215.8,"nipigon"
2043,"lastBday",199.6,"nipigon"
2044,"lastBday",201.4,"nipigon"
2045,"lastBday",210.6,"nipigon"
2046,"lastBday",202.5,"nipigon"
2047,"lastBday",216.75,"nipigon"
2048,"lastBday",198.4,"nipigon"
2049,"lastBday",211.8,"nipigon"
2050,"lastBday",217.666666666667,"nipigon"
2051,"lastBday",212.8,"nipigon"
2052,"lastBday",209.6,"nipigon"
2053,"lastBday",221,"nipigon"
2054,"lastBday",207.6,"nipigon"
2055,"lastBday",213.6,"nipigon"
2056,"lastBday",201.75,"nipigon"
2057,"lastBday",218.8,"nipigon"
2058,"lastBday",217.4,"nipigon"
2059,"lastBday",214,"nipigon"
2060,"lastBday",218,"nipigon"
2061,"lastBday",226.4,"nipigon"
2062,"lastBday",213.4,"nipigon"
2063,"lastBday",229,"nipigon"
2064,"lastBday",215.4,"nipigon"
2065,"lastBday",215.8,"nipigon"
2066,"lastBday",234,"nipigon"
2067,"lastBday",226.8,"nipigon"
2068,"lastBday",212.4,"nipigon"
2069,"lastBday",231.6,"nipigon"
2070,"lastBday",229.6,"nipigon"
2071,"lastBday",214.8,"nipigon"
2072,"lastBday",222.8,"nipigon"
2073,"lastBday",219.4,"nipigon"
2074,"lastBday",226.2,"nipigon"
2075,"lastBday",226.4,"nipigon"
2076,"lastBday",226.2,"nipigon"
2077,"lastBday",233.2,"nipigon"
2078,"lastBday",224.6,"nipigon"
2079,"lastBday",235,"nipigon"
2080,"lastBday",228.2,"nipigon"
2081,"lastBday",225.6,"nipigon"
2082,"lastBday",240.2,"nipigon"
2083,"lastBday",226.8,"nipigon"
2084,"lastBday",235,"nipigon"
2085,"lastBday",242.4,"nipigon"
2086,"lastBday",238.6,"nipigon"
2087,"lastBday",231.8,"nipigon"
2088,"lastBday",237.2,"nipigon"
2089,"lastBday",230,"nipigon"
2090,"lastBday",230.2,"nipigon"
2091,"lastBday",231.8,"nipigon"
2092,"lastBday",240.8,"nipigon"
2093,"lastBday",237,"nipigon"
2094,"lastBday",243.2,"nipigon"
2095,"lastBday",237.8,"nipigon"
2096,"lastBday",239,"nipigon"
2097,"lastBday",250.4,"nipigon"
2098,"lastBday",244.8,"nipigon"
2099,"lastBday",242,"nipigon"
2015,"surviveNum",0,"nipigon"
2016,"surviveNum",9.4,"nipigon"
2017,"surviveNum",0.8,"nipigon"
2018,"surviveNum",0,"nipigon"
2019,"surviveNum",0,"nipigon"
2020,"surviveNum",20.6,"nipigon"
2021,"surviveNum",7.8,"nipigon"
2022,"surviveNum",13.2,"nipigon"
2023,"surviveNum",13.8,"nipigon"
2024,"surviveNum",3.8,"nipigon"
2025,"surviveNum",3.6,"nipigon"
2026,"surviveNum",0,"nipigon"
2027,"surviveNum",6.2,"nipigon"
2028,"surviveNum",13.4,"nipigon"
2029,"surviveNum",0.2,"nipigon"
2030,"surviveNum",7.8,"nipigon"
2031,"surviveNum",2,"nipigon"
2032,"surviveNum",10.2,"nipigon"
2033,"surviveNum",11.4,"nipigon"
2034,"surviveNum",7.8,"nipigon"
2035,"surviveNum",12.8,"nipigon"
2036,"surviveNum",18.8,"nipigon"
2037,"surviveNum",12.2,"nipigon"
2038,"surviveNum",18,"nipigon"
2039,"surviveNum",19.6,"nipigon"
2040,"surviveNum",18.8,"nipigon"
2041,"surviveNum",16.2,"nipigon"
2042,"surviveNum",29,"nipigon"
2043,"surviveNum",15,"nipigon"
2044,"surviveNum",16.8,"nipigon"
2045,"surviveNum",29.8,"nipigon"
2046,"surviveNum",16.6,"nipigon"
2047,"surviveNum",27,"nipigon"
2048,"surviveNum",16.6,"nipigon"
2049,"surviveNum",30.4,"nipigon"
2050,"surviveNum",23.4,"nipigon"
2051,"surviveNum",28.8,"nipigon"
2052,"surviveNum",32.6,"nipigon"
2053,"surviveNum",32.8,"nipigon"
2054,"surviveNum",24.8,"nipigon"
2055,"surviveNum",31.4,"nipigon"
2056,"surviveNum",22.8,"nipigon"
2057,"surviveNum",34.8,"nipigon"
2058,"surviveNum",37.4,"nipigon"
2059,"surviveNum",33.4,"nipigon"
2060,"surviveNum",39.8,"nipigon"
2061,"surviveNum",46.2,"nipigon"
2062,"surviveNum",32.8,"nipigon"
2063,"surviveNum",37.4,"nipigon"
2064,"surviveNum",37,"nipigon"
2065,"surviveNum",40.8,"nipigon"
2066,"surviveNum",51,"nipigon"
2067,"surviveNum",49.6,"nipigon"
2068,"surviveNum",37.2,"nipigon"
2069,"surviveNum",58.6,"nipigon"
2070,"surviveNum",58.8,"nipigon"
2071,"surviveNum",44.4,"nipigon"
2072,"surviveNum",43.2,"nipigon"
2073,"surviveNum",48.8,"nipigon"
2074,"surviveNum",49.4,"nipigon"
2075,"surviveNum",52.6,"nipigon"
2076,"surviveNum",57.4,"nipigon"
2077,"surviveNum",60.8,"nipigon"
2078,"surviveNum",58.6,"nipigon"
2079,"surviveNum",62.4,"nipigon"
2080,"surviveNum",55.2,"nipigon"
2081,"surviveNum",60.4,"nipigon"
2082,"surviveNum",68.4,"nipigon"
2083,"surviveNum",57,"nipigon"
2084,"surviveNum",65.2,"nipigon"
2085,"surviveNum",77.2,"nipigon"
2086,"surviveNum",70.8,"nipigon"
2087,"surviveNum",64.8,"nipigon"
2088,"surviveNum",71.4,"nipigon"
2089,"surviveNum",63.2,"nipigon"
2090,"surviveNum",65.2,"nipigon"
2091,"surviveNum",68.8,"nipigon"
2092,"surviveNum",75,"nipigon"
2093,"surviveNum",69.6,"nipigon"
2094,"surviveNum",81.6,"nipigon"
2095,"surviveNum",78.2,"nipigon"
2096,"surviveNum",75,"nipigon"
2097,"surviveNum",93.4,"nipigon"
2098,"surviveNum",86.2,"nipigon"
2099,"surviveNum",79.2,"nipigon"
2015,"percentSpawnSurvive",0,"nipigon"
2016,"percentSpawnSurvive",0.22,"nipigon"
2017,"percentSpawnSurvive",0.042,"nipigon"
2018,"percentSpawnSurvive",0,"nipigon"
2019,"percentSpawnSurvive",0,"nipigon"
2020,"percentSpawnSurvive",0.464,"nipigon"
2021,"percentSpawnSurvive",0.194,"nipigon"
2022,"percentSpawnSurvive",0.326,"nipigon"
2023,"percentSpawnSurvive",0.328,"nipigon"
2024,"percentSpawnSurvive",0.108,"nipigon"
2025,"percentSpawnSurvive",0.064,"nipigon"
2026,"percentSpawnSurvive",0,"nipigon"
2027,"percentSpawnSurvive",0.142,"nipigon"
2028,"percentSpawnSurvive",0.236,"nipigon"
2029,"percentSpawnSurvive",0.004,"nipigon"
2030,"percentSpawnSurvive",0.222,"nipigon"
2031,"percentSpawnSurvive",0.036,"nipigon"
2032,"percentSpawnSurvive",0.192,"nipigon"
2033,"percentSpawnSurvive",0.186,"nipigon"
2034,"percentSpawnSurvive",0.114,"nipigon"
2035,"percentSpawnSurvive",0.208,"nipigon"
2036,"percentSpawnSurvive",0.378,"nipigon"
2037,"percentSpawnSurvive",0.236,"nipigon"
2038,"percentSpawnSurvive",0.26,"nipigon"
2039,"percentSpawnSurvive",0.292,"nipigon"
2040,"percentSpawnSurvive",0.294,"nipigon"
2041,"percentSpawnSurvive",0.198,"nipigon"
2042,"percentSpawnSurvive",0.412,"nipigon"
2043,"percentSpawnSurvive",0.21,"nipigon"
2044,"percentSpawnSurvive",0.282,"nipigon"
2045,"percentSpawnSurvive",0.428,"nipigon"
2046,"percentSpawnSurvive",0.24,"nipigon"
2047,"percentSpawnSurvive",0.368,"nipigon"
2048,"percentSpawnSurvive",0.268,"nipigon"
2049,"percentSpawnSurvive",0.412,"nipigon"
2050,"percentSpawnSurvive",0.28,"nipigon"
2051,"percentSpawnSurvive",0.364,"nipigon"
2052,"percentSpawnSurvive",0.39,"nipigon"
2053,"percentSpawnSurvive",0.486,"nipigon"
2054,"percentSpawnSurvive",0.348,"nipigon"
2055,"percentSpawnSurvive",0.428,"nipigon"
2056,"percentSpawnSurvive",0.262,"nipigon"
2057,"percentSpawnSurvive",0.49,"nipigon"
2058,"percentSpawnSurvive",0.454,"nipigon"
2059,"percentSpawnSurvive",0.45,"nipigon"
2060,"percentSpawnSurvive",0.476,"nipigon"
2061,"percentSpawnSurvive",0.588,"nipigon"
2062,"percentSpawnSurvive",0.394,"nipigon"
2063,"percentSpawnSurvive",0.45,"nipigon"
2064,"percentSpawnSurvive",0.438,"nipigon"
2065,"percentSpawnSurvive",0.402,"nipigon"
2066,"percentSpawnSurvive",0.52,"nipigon"
2067,"percentSpawnSurvive",0.568,"nipigon"
2068,"percentSpawnSurvive",0.402,"nipigon"
2069,"percentSpawnSurvive",0.614,"nipigon"
2070,"percentSpawnSurvive",0.61,"nipigon"
2071,"percentSpawnSurvive",0.444,"nipigon"
2072,"percentSpawnSurvive",0.542,"nipigon"
2073,"percentSpawnSurvive",0.506,"nipigon"
2074,"percentSpawnSurvive",0.538,"nipigon"
2075,"percentSpawnSurvive",0.556,"nipigon"
2076,"percentSpawnSurvive",0.538,"nipigon"
2077,"percentSpawnSurvive",0.664,"nipigon"
2078,"percentSpawnSurvive",0.506,"nipigon"
2079,"percentSpawnSurvive",0.678,"nipigon"
2080,"percentSpawnSurvive",0.568,"nipigon"
2081,"percentSpawnSurvive",0.582,"nipigon"
2082,"percentSpawnSurvive",0.672,"nipigon"
2083,"percentSpawnSurvive",0.574,"nipigon"
2084,"percentSpawnSurvive",0.676,"nipigon"
2085,"percentSpawnSurvive",0.746,"nipigon"
2086,"percentSpawnSurvive",0.642,"nipigon"
2087,"percentSpawnSurvive",0.636,"nipigon"
2088,"percentSpawnSurvive",0.692,"nipigon"
2089,"percentSpawnSurvive",0.592,"nipigon"
2090,"percentSpawnSurvive",0.586,"nipigon"
2091,"percentSpawnSurvive",0.632,"nipigon"
2092,"percentSpawnSurvive",0.718,"nipigon"
2093,"percentSpawnSurvive",0.634,"nipigon"
2094,"percentSpawnSurvive",0.69,"nipigon"
2095,"percentSpawnSurvive",0.656,"nipigon"
2096,"percentSpawnSurvive",0.654,"nipigon"
2097,"percentSpawnSurvive",0.766,"nipigon"
2098,"percentSpawnSurvive",0.718,"nipigon"
2099,"percentSpawnSurvive",0.698,"nipigon"
2015,"theoryMin",6.486,"nipigon"
2016,"theoryMin",5.086,"nipigon"
2017,"theoryMin",6.1,"nipigon"
2018,"theoryMin",6.778,"nipigon"
2019,"theoryMin",6.88,"nipigon"
2020,"theoryMin",3.682,"nipigon"
2021,"theoryMin",5.274,"nipigon"
2022,"theoryMin",4.548,"nipigon"
2023,"theoryMin",4.568,"nipigon"
2024,"theoryMin",5.992,"nipigon"
2025,"theoryMin",6.19,"nipigon"
2026,"theoryMin",6.8,"nipigon"
2027,"theoryMin",5.718,"nipigon"
2028,"theoryMin",4.986,"nipigon"
2029,"theoryMin",6.734,"nipigon"
2030,"theoryMin",5.22,"nipigon"
2031,"theoryMin",6.908,"nipigon"
2032,"theoryMin",5.592,"nipigon"
2033,"theoryMin",6.558,"nipigon"
2034,"theoryMin",6.748,"nipigon"
2035,"theoryMin",5.94,"nipigon"
2036,"theoryMin",4.28,"nipigon"
2037,"theoryMin",5.604,"nipigon"
2038,"theoryMin",5.704,"nipigon"
2039,"theoryMin",5.896,"nipigon"
2040,"theoryMin",5.714,"nipigon"
2041,"theoryMin",6.622,"nipigon"
2042,"theoryMin",4.812,"nipigon"
2043,"theoryMin",6.668,"nipigon"
2044,"theoryMin",5.45,"nipigon"
2045,"theoryMin",5.036,"nipigon"
2046,"theoryMin",6.56,"nipigon"
2047,"theoryMin",5.852,"nipigon"
2048,"theoryMin",5.82,"nipigon"
2049,"theoryMin",5.7,"nipigon"
2050,"theoryMin",6.342,"nipigon"
2051,"theoryMin",5.716,"nipigon"
2052,"theoryMin",5.646,"nipigon"
2053,"theoryMin",4.866,"nipigon"
2054,"theoryMin",5.73,"nipigon"
2055,"theoryMin",4.912,"nipigon"
2056,"theoryMin",6.566,"nipigon"
2057,"theoryMin",4.572,"nipigon"
2058,"theoryMin",5.43,"nipigon"
2059,"theoryMin",5.856,"nipigon"
2060,"theoryMin",5.756,"nipigon"
2061,"theoryMin",4.838,"nipigon"
2062,"theoryMin",5.842,"nipigon"
2063,"theoryMin",5.032,"nipigon"
2064,"theoryMin",5.346,"nipigon"
2065,"theoryMin",5.76,"nipigon"
2066,"theoryMin",5.566,"nipigon"
2067,"theoryMin",5.144,"nipigon"
2068,"theoryMin",5.65,"nipigon"
2069,"theoryMin",4.972,"nipigon"
2070,"theoryMin",4.76,"nipigon"
2071,"theoryMin",6.116,"nipigon"
2072,"theoryMin",5.464,"nipigon"
2073,"theoryMin",5.316,"nipigon"
2074,"theoryMin",5.07,"nipigon"
2075,"theoryMin",4.646,"nipigon"
2076,"theoryMin",5.504,"nipigon"
2077,"theoryMin",4.696,"nipigon"
2078,"theoryMin",5.722,"nipigon"
2079,"theoryMin",4.786,"nipigon"
2080,"theoryMin",5.41,"nipigon"
2081,"theoryMin",5.69,"nipigon"
2082,"theoryMin",5.006,"nipigon"
2083,"theoryMin",6.148,"nipigon"
2084,"theoryMin",4.772,"nipigon"
2085,"theoryMin",4.088,"nipigon"
2086,"theoryMin",4.948,"nipigon"
2087,"theoryMin",5.356,"nipigon"
2088,"theoryMin",4.654,"nipigon"
2089,"theoryMin",5.314,"nipigon"
2090,"theoryMin",5.936,"nipigon"
2091,"theoryMin",4.972,"nipigon"
2092,"theoryMin",4.556,"nipigon"
2093,"theoryMin",5.394,"nipigon"
2094,"theoryMin",5.19,"nipigon"
2095,"theoryMin",5.976,"nipigon"
2096,"theoryMin",5.36,"nipigon"
2097,"theoryMin",4.448,"nipigon"
2098,"theoryMin",4.866,"nipigon"
2099,"theoryMin",4.192,"nipigon"
2015,"wintDay",199,"nipigon"
2016,"wintDay",121.8,"nipigon"
2017,"wintDay",169.6,"nipigon"
2018,"wintDay",207.8,"nipigon"
2019,"wintDay",208.6,"nipigon"
2020,"wintDay",50.4,"nipigon"
2021,"wintDay",130,"nipigon"
2022,"wintDay",94.8,"nipigon"
2023,"wintDay",95.4,"nipigon"
2024,"wintDay",166.8,"nipigon"
2025,"wintDay",172.2,"nipigon"
2026,"wintDay",207.6,"nipigon"
2027,"wintDay",155.2,"nipigon"
2028,"wintDay",121.8,"nipigon"
2029,"wintDay",205.8,"nipigon"
2030,"wintDay",128,"nipigon"
2031,"wintDay",211.6,"nipigon"
2032,"wintDay",148.6,"nipigon"
2033,"wintDay",195.6,"nipigon"
2034,"wintDay",203.6,"nipigon"
2035,"wintDay",163.8,"nipigon"
2036,"wintDay",84.6,"nipigon"
2037,"wintDay",150.8,"nipigon"
2038,"wintDay",153.6,"nipigon"
2039,"wintDay",160.6,"nipigon"
2040,"wintDay",153.4,"nipigon"
2041,"wintDay",197.4,"nipigon"
2042,"wintDay",110,"nipigon"
2043,"wintDay",198.2,"nipigon"
2044,"wintDay",145.2,"nipigon"
2045,"wintDay",119.4,"nipigon"
2046,"wintDay",193.6,"nipigon"
2047,"wintDay",158.8,"nipigon"
2048,"wintDay",157.2,"nipigon"
2049,"wintDay",151.8,"nipigon"
2050,"wintDay",187,"nipigon"
2051,"wintDay",149.8,"nipigon"
2052,"wintDay",148.6,"nipigon"
2053,"wintDay",112.6,"nipigon"
2054,"wintDay",149.2,"nipigon"
2055,"wintDay",110.4,"nipigon"
2056,"wintDay",193.2,"nipigon"
2057,"wintDay",100.2,"nipigon"
2058,"wintDay",139.8,"nipigon"
2059,"wintDay",159.8,"nipigon"
2060,"wintDay",150.6,"nipigon"
2061,"wintDay",110,"nipigon"
2062,"wintDay",154,"nipigon"
2063,"wintDay",118.8,"nipigon"
2064,"wintDay",137.2,"nipigon"
2065,"wintDay",154.2,"nipigon"
2066,"wintDay",143,"nipigon"
2067,"wintDay",120.2,"nipigon"
2068,"wintDay",148.4,"nipigon"
2069,"wintDay",115.2,"nipigon"
2070,"wintDay",106,"nipigon"
2071,"wintDay",174,"nipigon"
2072,"wintDay",137.4,"nipigon"
2073,"wintDay",139,"nipigon"
2074,"wintDay",116.4,"nipigon"
2075,"wintDay",98,"nipigon"
2076,"wintDay",143.2,"nipigon"
2077,"wintDay",98.6,"nipigon"
